,ALTURA TOTAL,FAMILIA,Nombre común,Nombre científico
2602,5.3,ANACARDIACEAE,Mango,Mangifera indica 
2603,16.0,FABACEAE,Casco de vaca blanco,Bahuinia picta
2604,12.0,FABACEAE,Casco de vaca blanco,Bahuinia picta
2605,7.3,ANACARDIACEAE,Mango,Mangifera indica 
2606,14.8,FABACEAE,Chiminango,Phithecellobium dulce 
2607,8.5,FABACEAE,Casco de vaca blanco,Bahuinia picta
2608,15.0,SAPINDACEAE,Chumbimbo,Sapindus saponaria 
2609,5.0,OXALIDACEAE,Carambolo,Averrhoa carambola 
2610,18.0,FABACEAE,Chiminango,Phithecellobium dulce 
2611,6.8,ANACARDIACEAE,Mango,Mangifera indica 
2612,8.0,ANACARDIACEAE,Mango,Mangifera indica 
2613,7.5,MALPIGHIACEAE,Huesito,Malpighia glabra 
2614,14.0,MALVACEAE,Cacao de monte,Pachira speciosa
2615,10.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2616,7.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
2617,11.0,LAURACEAE,Laurel,Nectandra acutifolia 
2618,8.5,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2619,9.5,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2620,13.0,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
2621,10.5,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2622,12.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2623,13.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2624,5.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
2625,5.1,MALPIGHIACEAE,Huesito,Malpighia glabra 
2626,17.0,OLEACEAE,Urapán,Fraxinus uhdei 
2627,17.0,OLEACEAE,Urapán,Fraxinus uhdei 
2628,6.2,MALPIGHIACEAE,Huesito,Malpighia glabra 
2629,9.5,OLEACEAE,Urapán,Fraxinus uhdei 
2630,14.0,OLEACEAE,Urapán,Fraxinus uhdei 
2631,10.0,FABACEAE,Balsamo,Myroxylon balsamum
2632,17.0,OLEACEAE,Urapán,Fraxinus uhdei 
2633,18.0,OLEACEAE,Urapán,Fraxinus uhdei 
2634,9.5,ARECACEAE,Palma Bismarckia,Bismarckia nobilis
2635,6.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
2636,7.5,FABACEAE,Casco de vaca orquidea,Bauhinia variegata 
2637,12.0,OLEACEAE,Urapán,Fraxinus uhdei 
2638,8.5,FABACEAE,Casco de vaca orquidea,Bauhinia variegata 
2639,9.5,FABACEAE,Piñón de oreja,Enterolobium cyclocarpum 
2640,16.0,FABACEAE,Chiminango,Phithecellobium dulce 
2641,5.6,ANACARDIACEAE,Mango,Mangifera indica 
2642,17.0,FABACEAE,Chiminango,Phithecellobium dulce 
2643,7.0,LAURACEAE,Aguacate,Persea americana 
2644,10.0,MALVACEAE,Zapote,Quararibea cordata 
2645,6.3,ANACARDIACEAE,Mango,Mangifera indica 
2646,7.3,ANACARDIACEAE,Mango,Mangifera indica 
2647,7.0,FABACEAE,Casco de vaca orquidea,Bauhinia variegata 
2648,7.3,ANACARDIACEAE,Mango,Mangifera indica 
2649,11.0,ANACARDIACEAE,Mango,Mangifera indica 
2650,5.5,RUTACEAE,Naranjo,Citrus sinensis 
2651,9.5,ANACARDIACEAE,Mango,Mangifera indica 
2652,7.9,FABACEAE,Ébano,Caesalpinia ebano 
2653,6.8,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius
2654,7.8,FABACEAE,Ébano,Caesalpinia ebano 
2655,7.5,MYRTACEAE,Guayabo,Psidium guajava 
2656,8.2,ANACARDIACEAE,Mango,Mangifera indica 
