,startA,startB,Distancia,Tiempo (min)
3936,Parque de Los Mangos,Politécnico,4.16,21.8666666667
3937,Parque de Los Mangos,Telemedellín,3.6,20.0
3938,Parque de Los Mangos,Industriales Metro,2.48,16.2666666667
3939,Parque de Los Mangos,MAMM,3.12,18.4
3940,Parque de Los Mangos,Río Aburrá,2.48,16.2666666667
3941,Parque de Los Mangos,Villa Carlota,3.2,18.6666666667
3942,Parque de Los Mangos,Ciudad del Río,3.52,19.7333333333
3943,Parque de Los Mangos,Industriales Metroplús,2.0,14.6666666667
3944,Parque de Los Mangos,Nutibara,0.88,10.9333333333
3945,Parque de Los Mangos,Juan Pablo II,2.24,15.4666666667
3946,Parque de Los Mangos,Picacha la 76,1.44,12.8
3947,Parque de Los Mangos,Parques del río,0.4,9.33333333333
3948,Parque de Los Mangos,La 33,0.72,10.4
3949,Parque de Los Mangos,Rosales,1.2,12.0
3950,Parque de Los Mangos,Maria Luisa Calle,3.28,18.9333333333
3951,Parque de Los Mangos,Unidad Deportiva de Belén,0.8,10.6666666667
3953,Parque de Los Mangos,Cafetero,0.72,10.4
3954,Parque de Los Mangos,Metro Envigado Sur,1.44,12.8
3955,Parque de Los Mangos,Metro Envigado Norte,1.6,13.3333333333
3956,Parque de Los Mangos,Auxiliar Metro Envigado,1.52,13.0666666667
3957,Parque de Los Mangos,La Ultima Estación,1.52,13.0666666667
3958,Parque de Los Mangos,Pista de Patinaje,1.52,13.0666666667
3959,Parque de Los Mangos,Villas de Vallejuelos,1.68,13.6
3960,Parque de Los Mangos,Iglesia Alcalá,1.68,13.6
3961,Parque de Los Mangos,Los Urapanes,1.84,14.1333333333
3962,Parque de Los Mangos,Parque Débora Arango,1.76,13.8666666667
3963,Parque de Los Mangos,Porton de Alcalá,1.92,14.4
3964,Parque de Los Mangos,El MUA,1.92,14.4
3965,Parque de Los Mangos,Viva Envigado,2.08,14.9333333333
3966,Parque de Los Mangos,Guanteros,2.0,14.6666666667
3967,Parque de Los Mangos,Envigado Centro,2.16,15.2
3968,Parque de Los Mangos,Puente fundadores,1.6,13.3333333333
3969,Parque de Los Mangos,Sabaneta Metro,3.52,19.7333333333
3970,Parque de Los Mangos,Las Vegas 69 Sur,3.76,20.5333333333
3971,Parque de Los Mangos,Santa Ana,3.76,20.5333333333
3972,Parque de Los Mangos,Calle Nueva,4.56,23.2
3973,Parque de Los Mangos,La Barquereña,4.08,21.6
3974,Parque de Los Mangos,Entre amigos,4.16,21.8666666667
3975,Parque de Los Mangos,Sabaneta Centro,4.24,22.1333333333
3976,Parque de Los Mangos,Aves María,4.4,22.6666666667
3977,Parque de Los Mangos,Biblioteca Sabaneta,4.4,22.6666666667
3978,Parque de Los Mangos,Parque 4 Elementos,3.92,21.0666666667
3979,Parque de Los Mangos,Puente de la 77 Sur,4.4,22.6666666667
3982,Parque de Los Mangos,Bahía Ciclovia,2.8,17.3333333333
3983,Parque de Los Mangos,Ideas,2.48,16.2666666667
3984,Parque de Los Mangos,Parque Itaguí,2.08,14.9333333333
3985,Parque de Los Mangos,Metróplus Cami,1.92,14.4
3986,Parque de Los Mangos,Doña María,2.4,16.0
3987,Parque de Los Mangos,Los Naranjos,2.4,16.0
3988,Parque de Los Mangos,Villa Paula,2.4,16.0
3989,Parque de Los Mangos,Parque el Artista,2.96,17.8666666667
3990,Parque de Los Mangos,Puente pan de Queso I,3.52,19.7333333333
3991,Parque de Los Mangos,Puente pan de Queso II,3.52,19.7333333333
3992,Parque de Los Mangos,Metro Bello,2.0,14.6666666667
3993,Parque de Los Mangos,Parque Bello,2.08,14.9333333333
3996,Pedro Nel Gómez,Moravia,5.36,25.8666666667
3997,Pedro Nel Gómez,Universidad,4.64,23.4666666667
3998,Pedro Nel Gómez,Ruta N,4.16,21.8666666667
3999,Pedro Nel Gómez,Robledo,2.0,14.6666666667
4000,Pedro Nel Gómez,Campus Nacional,2.56,16.5333333333
4001,Pedro Nel Gómez,Dian Alpujarra,2.16,15.2
4002,Pedro Nel Gómez,Distrito Creativo,2.8,17.3333333333
4003,Pedro Nel Gómez,Plaza de La Libertad,2.08,14.9333333333
4004,Pedro Nel Gómez,Parque de Las Luces II,2.32,15.7333333333
4005,Pedro Nel Gómez,Pies Descalzos I,1.76,13.8666666667
4006,Pedro Nel Gómez,Area Metropolitana,2.0,14.6666666667
4007,Pedro Nel Gómez,Plaza Mayor,1.84,14.1333333333
4008,Pedro Nel Gómez,Parque de Las Luces I,2.32,15.7333333333
4009,Pedro Nel Gómez,Pies Descalzos II,1.76,13.8666666667
4010,Pedro Nel Gómez,Málaga,2.48,16.2666666667
4011,Pedro Nel Gómez,Palacé,2.4,16.0
4012,Pedro Nel Gómez,Museo de Antioquia,2.96,17.8666666667
4013,Pedro Nel Gómez,San Antonio,2.56,16.5333333333
4014,Pedro Nel Gómez,Parque Berrio,2.88,17.6
4015,Pedro Nel Gómez,Palacio de la Cultura,2.96,17.8666666667
4016,Pedro Nel Gómez,SIU-UdeA,3.68,20.2666666667
4017,Pedro Nel Gómez,Primer Parque de Laureles,5.68,26.9333333333
4018,Pedro Nel Gómez,Otra Banda,1.84,14.1333333333
4020,Pedro Nel Gómez,Florida Nueva,0.96,11.2
4022,Pedro Nel Gómez,María Mulata,0.48,9.6
4024,Pedro Nel Gómez,Batallón,0.96,11.2
4025,Pedro Nel Gómez,Calle 51 Los Colores,1.12,11.7333333333
4028,Pedro Nel Gómez,Orquídeas,1.2,12.0
4029,Pedro Nel Gómez,Santa Teresita,0.4,9.33333333333
4030,Pedro Nel Gómez,La 65,1.28,12.2666666667
4031,Pedro Nel Gómez,San Pedro y San Pablo,0.8,10.6666666667
4032,Pedro Nel Gómez,Parque de Los Mangos,0.88,10.9333333333
4033,Pedro Nel Gómez,Estadio,1.12,11.7333333333
4034,Pedro Nel Gómez,Suramericana,1.52,13.0666666667
4035,Pedro Nel Gómez,Colombia,1.76,13.8666666667
4036,Pedro Nel Gómez,San Juan,0.88,10.9333333333
4039,Pedro Nel Gómez,Floresta,0.96,11.2
4040,Pedro Nel Gómez,Parque de los Enamorados,1.52,13.0666666667
4041,Pedro Nel Gómez,Salazar y Herrera,1.44,12.8
4042,Pedro Nel Gómez,Unicentro,1.2,12.0
4043,Pedro Nel Gómez,Calle 19A Villa Carlota,4.24,22.1333333333
4044,Pedro Nel Gómez,Politécnico,4.88,24.2666666667
4045,Pedro Nel Gómez,Telemedellín,4.32,22.4
4046,Pedro Nel Gómez,Industriales Metro,3.2,18.6666666667
4047,Pedro Nel Gómez,MAMM,3.84,20.8
4048,Pedro Nel Gómez,Río Aburrá,3.2,18.6666666667
4049,Pedro Nel Gómez,Villa Carlota,3.92,21.0666666667
4050,Pedro Nel Gómez,Ciudad del Río,4.24,22.1333333333
4051,Pedro Nel Gómez,Industriales Metroplús,2.72,17.0666666667
4052,Pedro Nel Gómez,Nutibara,1.6,13.3333333333
4053,Pedro Nel Gómez,Juan Pablo II,2.32,15.7333333333
4054,Pedro Nel Gómez,Picacha la 76,0.56,9.86666666667
4055,Pedro Nel Gómez,Parques del río,1.28,12.2666666667
4056,Pedro Nel Gómez,La 33,1.44,12.8
4057,Pedro Nel Gómez,Rosales,1.28,12.2666666667
4058,Pedro Nel Gómez,Maria Luisa Calle,3.36,19.2
4059,Pedro Nel Gómez,Unidad Deportiva de Belén,1.52,13.0666666667
4061,Pedro Nel Gómez,Cafetero,1.44,12.8
4062,Pedro Nel Gómez,Metro Envigado Sur,2.16,15.2
4063,Pedro Nel Gómez,Metro Envigado Norte,2.32,15.7333333333
4064,Pedro Nel Gómez,Auxiliar Metro Envigado,2.24,15.4666666667
4065,Pedro Nel Gómez,La Ultima Estación,2.24,15.4666666667
4066,Pedro Nel Gómez,Pista de Patinaje,2.4,16.0
4067,Pedro Nel Gómez,Villas de Vallejuelos,2.56,16.5333333333
4068,Pedro Nel Gómez,Iglesia Alcalá,2.4,16.0
4069,Pedro Nel Gómez,Los Urapanes,2.56,16.5333333333
4070,Pedro Nel Gómez,Parque Débora Arango,2.48,16.2666666667
4071,Pedro Nel Gómez,Porton de Alcalá,2.64,16.8
4072,Pedro Nel Gómez,El MUA,2.64,16.8
4073,Pedro Nel Gómez,Viva Envigado,2.8,17.3333333333
4074,Pedro Nel Gómez,Guanteros,2.72,17.0666666667
4075,Pedro Nel Gómez,Envigado Centro,2.88,17.6
4076,Pedro Nel Gómez,Puente fundadores,2.32,15.7333333333
4077,Pedro Nel Gómez,Sabaneta Metro,4.4,22.6666666667
4078,Pedro Nel Gómez,Las Vegas 69 Sur,4.64,23.4666666667
4079,Pedro Nel Gómez,Santa Ana,4.64,23.4666666667
4080,Pedro Nel Gómez,Calle Nueva,5.44,26.1333333333
4081,Pedro Nel Gómez,La Barquereña,4.96,24.5333333333
4082,Pedro Nel Gómez,Entre amigos,5.04,24.8
4083,Pedro Nel Gómez,Sabaneta Centro,5.12,25.0666666667
4084,Pedro Nel Gómez,Aves María,5.28,25.6
4085,Pedro Nel Gómez,Biblioteca Sabaneta,5.28,25.6
4086,Pedro Nel Gómez,Parque 4 Elementos,4.8,24.0
4087,Pedro Nel Gómez,Puente de la 77 Sur,5.28,25.6
4090,Pedro Nel Gómez,Bahía Ciclovia,3.68,20.2666666667
4091,Pedro Nel Gómez,Ideas,3.36,19.2
4092,Pedro Nel Gómez,Parque Itaguí,2.96,17.8666666667
4093,Pedro Nel Gómez,Metróplus Cami,2.8,17.3333333333
4094,Pedro Nel Gómez,Doña María,3.28,18.9333333333
4095,Pedro Nel Gómez,Los Naranjos,3.28,18.9333333333
4096,Pedro Nel Gómez,Villa Paula,3.28,18.9333333333
4097,Pedro Nel Gómez,Parque el Artista,3.84,20.8
4098,Pedro Nel Gómez,Puente pan de Queso I,4.4,22.6666666667
4099,Pedro Nel Gómez,Puente pan de Queso II,4.4,22.6666666667
4100,Pedro Nel Gómez,Metro Bello,2.88,17.6
4101,Pedro Nel Gómez,Parque Bello,2.96,17.8666666667
4104,Estadio,Moravia,4.24,22.1333333333
4105,Estadio,Universidad,3.52,19.7333333333
4106,Estadio,Ruta N,3.04,18.1333333333
4107,Estadio,Robledo,1.84,14.1333333333
4108,Estadio,Campus Nacional,1.44,12.8
4109,Estadio,Dian Alpujarra,1.84,14.1333333333
4110,Estadio,Distrito Creativo,2.96,17.8666666667
4111,Estadio,Plaza de La Libertad,1.76,13.8666666667
4112,Estadio,Parque de Las Luces II,1.68,13.6
4113,Estadio,Pies Descalzos I,1.44,12.8
4114,Estadio,Area Metropolitana,1.84,14.1333333333
4115,Estadio,Plaza Mayor,1.68,13.6
4116,Estadio,Parque de Las Luces I,1.68,13.6
4117,Estadio,Pies Descalzos II,1.44,12.8
4118,Estadio,Málaga,1.68,13.6
4119,Estadio,Palacé,2.56,16.5333333333
4120,Estadio,Museo de Antioquia,1.84,14.1333333333
4121,Estadio,San Antonio,1.6,13.3333333333
4122,Estadio,Parque Berrio,1.76,13.8666666667
4123,Estadio,Palacio de la Cultura,1.84,14.1333333333
4124,Estadio,SIU-UdeA,2.56,16.5333333333
4125,Estadio,Primer Parque de Laureles,4.56,23.2
4126,Estadio,Otra Banda,0.72,10.4
4128,Estadio,Florida Nueva,0.16,8.53333333333
4130,Estadio,María Mulata,0.64,10.1333333333
4132,Estadio,Batallón,0.8,10.6666666667
4133,Estadio,Calle 51 Los Colores,0.96,11.2
4136,Estadio,Orquídeas,0.72,10.4
4137,Estadio,Santa Teresita,1.52,13.0666666667
4138,Estadio,La 65,0.64,10.1333333333
4139,Estadio,San Pedro y San Pablo,0.64,10.1333333333
4140,Estadio,Parque de Los Mangos,0.88,10.9333333333
4141,Estadio,Pedro Nel Gómez,1.12,11.7333333333
4142,Estadio,Suramericana,0.4,9.33333333333
4143,Estadio,Colombia,0.64,10.1333333333
4144,Estadio,San Juan,0.24,8.8
4147,Estadio,Floresta,0.8,10.6666666667
4148,Estadio,Parque de los Enamorados,0.4,9.33333333333
4149,Estadio,Salazar y Herrera,0.48,9.6
4150,Estadio,Unicentro,1.36,12.5333333333
4151,Estadio,Calle 19A Villa Carlota,4.4,22.6666666667
4152,Estadio,Politécnico,5.04,24.8
4153,Estadio,Telemedellín,4.48,22.9333333333
4154,Estadio,Industriales Metro,3.36,19.2
4155,Estadio,MAMM,4.0,21.3333333333
4156,Estadio,Río Aburrá,3.36,19.2
4157,Estadio,Villa Carlota,4.08,21.6
4158,Estadio,Ciudad del Río,4.4,22.6666666667
4159,Estadio,Industriales Metroplús,2.88,17.6
4160,Estadio,Nutibara,1.76,13.8666666667
4161,Estadio,Juan Pablo II,2.48,16.2666666667
4162,Estadio,Picacha la 76,1.68,13.6
4163,Estadio,Parques del río,0.96,11.2
4164,Estadio,La 33,1.6,13.3333333333
4165,Estadio,Rosales,1.44,12.8
4166,Estadio,Maria Luisa Calle,3.52,19.7333333333
4167,Estadio,Unidad Deportiva de Belén,1.68,13.6
4169,Estadio,Cafetero,1.6,13.3333333333
4170,Estadio,Metro Envigado Sur,2.32,15.7333333333
4171,Estadio,Metro Envigado Norte,2.48,16.2666666667
4172,Estadio,Auxiliar Metro Envigado,2.4,16.0
4173,Estadio,La Ultima Estación,2.4,16.0
4174,Estadio,Pista de Patinaje,2.4,16.0
4175,Estadio,Villas de Vallejuelos,2.56,16.5333333333
4176,Estadio,Iglesia Alcalá,2.56,16.5333333333
4177,Estadio,Los Urapanes,2.72,17.0666666667
4178,Estadio,Parque Débora Arango,2.64,16.8
4179,Estadio,Porton de Alcalá,2.8,17.3333333333
4180,Estadio,El MUA,2.8,17.3333333333
4181,Estadio,Viva Envigado,2.96,17.8666666667
4182,Estadio,Guanteros,2.88,17.6
4183,Estadio,Envigado Centro,3.04,18.1333333333
4184,Estadio,Puente fundadores,2.48,16.2666666667
4185,Estadio,Sabaneta Metro,3.28,18.9333333333
4186,Estadio,Las Vegas 69 Sur,3.52,19.7333333333
4187,Estadio,Santa Ana,3.52,19.7333333333
4188,Estadio,Calle Nueva,4.32,22.4
4189,Estadio,La Barquereña,3.84,20.8
4190,Estadio,Entre amigos,3.92,21.0666666667
4191,Estadio,Sabaneta Centro,4.0,21.3333333333
4192,Estadio,Aves María,4.16,21.8666666667
4193,Estadio,Biblioteca Sabaneta,4.16,21.8666666667
4194,Estadio,Parque 4 Elementos,3.68,20.2666666667
4195,Estadio,Puente de la 77 Sur,4.16,21.8666666667
4198,Estadio,Bahía Ciclovia,2.56,16.5333333333
4199,Estadio,Ideas,2.24,15.4666666667
4200,Estadio,Parque Itaguí,1.84,14.1333333333
4201,Estadio,Metróplus Cami,1.68,13.6
4202,Estadio,Doña María,2.16,15.2
4203,Estadio,Los Naranjos,2.16,15.2
4204,Estadio,Villa Paula,2.16,15.2
4205,Estadio,Parque el Artista,2.72,17.0666666667
4206,Estadio,Puente pan de Queso I,3.28,18.9333333333
4207,Estadio,Puente pan de Queso II,3.28,18.9333333333
4208,Estadio,Metro Bello,2.08,14.9333333333
4209,Estadio,Parque Bello,1.84,14.1333333333
4212,Suramericana,Moravia,3.84,20.8
4213,Suramericana,Universidad,3.12,18.4
4214,Suramericana,Ruta N,2.64,16.8
4215,Suramericana,Robledo,2.24,15.4666666667
4216,Suramericana,Campus Nacional,1.04,11.4666666667
4217,Suramericana,Dian Alpujarra,1.44,12.8
4218,Suramericana,Distrito Creativo,2.56,16.5333333333
4219,Suramericana,Plaza de La Libertad,1.36,12.5333333333
4220,Suramericana,Parque de Las Luces II,1.28,12.2666666667
4221,Suramericana,Pies Descalzos I,1.04,11.4666666667
4222,Suramericana,Area Metropolitana,1.44,12.8
4223,Suramericana,Plaza Mayor,1.28,12.2666666667
4224,Suramericana,Parque de Las Luces I,1.28,12.2666666667
4225,Suramericana,Pies Descalzos II,1.04,11.4666666667
4226,Suramericana,Málaga,1.28,12.2666666667
4227,Suramericana,Palacé,2.16,15.2
4228,Suramericana,Museo de Antioquia,1.44,12.8
4229,Suramericana,San Antonio,1.2,12.0
4230,Suramericana,Parque Berrio,1.36,12.5333333333
4231,Suramericana,Palacio de la Cultura,1.44,12.8
4232,Suramericana,SIU-UdeA,2.16,15.2
4233,Suramericana,Primer Parque de Laureles,4.16,21.8666666667
4234,Suramericana,Otra Banda,0.32,9.06666666667
4236,Suramericana,Florida Nueva,0.56,9.86666666667
4238,Suramericana,María Mulata,1.04,11.4666666667
4240,Suramericana,Batallón,1.2,12.0
4241,Suramericana,Calle 51 Los Colores,1.36,12.5333333333
4244,Suramericana,Orquídeas,1.12,11.7333333333
4245,Suramericana,Santa Teresita,1.92,14.4
4246,Suramericana,La 65,0.24,8.8
4247,Suramericana,San Pedro y San Pablo,1.04,11.4666666667
4248,Suramericana,Parque de Los Mangos,0.64,10.1333333333
4249,Suramericana,Pedro Nel Gómez,1.52,13.0666666667
4250,Suramericana,Estadio,0.4,9.33333333333
4251,Suramericana,Colombia,0.24,8.8
4252,Suramericana,San Juan,0.64,10.1333333333
4255,Suramericana,Floresta,1.2,12.0
4256,Suramericana,Parque de los Enamorados,0.32,9.06666666667
4257,Suramericana,Salazar y Herrera,0.88,10.9333333333
4258,Suramericana,Unicentro,1.12,11.7333333333
4259,Suramericana,Calle 19A Villa Carlota,4.0,21.3333333333
4260,Suramericana,Politécnico,4.64,23.4666666667
4261,Suramericana,Telemedellín,4.08,21.6
4262,Suramericana,Industriales Metro,2.96,17.8666666667
4263,Suramericana,MAMM,3.6,20.0
4264,Suramericana,Río Aburrá,2.96,17.8666666667
4265,Suramericana,Villa Carlota,3.68,20.2666666667
4266,Suramericana,Ciudad del Río,4.0,21.3333333333
4267,Suramericana,Industriales Metroplús,2.48,16.2666666667
4268,Suramericana,Nutibara,1.36,12.5333333333
4269,Suramericana,Juan Pablo II,2.88,17.6
4270,Suramericana,Picacha la 76,2.08,14.9333333333
4271,Suramericana,Parques del río,0.56,9.86666666667
4272,Suramericana,La 33,1.2,12.0
4273,Suramericana,Rosales,1.84,14.1333333333
4274,Suramericana,Maria Luisa Calle,3.92,21.0666666667
4275,Suramericana,Unidad Deportiva de Belén,1.44,12.8
4277,Suramericana,Cafetero,1.2,12.0
4278,Suramericana,Metro Envigado Sur,1.92,14.4
4279,Suramericana,Metro Envigado Norte,2.08,14.9333333333
4280,Suramericana,Auxiliar Metro Envigado,2.0,14.6666666667
4281,Suramericana,La Ultima Estación,2.0,14.6666666667
4282,Suramericana,Pista de Patinaje,2.0,14.6666666667
4283,Suramericana,Villas de Vallejuelos,2.16,15.2
4284,Suramericana,Iglesia Alcalá,2.16,15.2
4285,Suramericana,Los Urapanes,2.32,15.7333333333
4286,Suramericana,Parque Débora Arango,2.24,15.4666666667
4287,Suramericana,Porton de Alcalá,2.4,16.0
4288,Suramericana,El MUA,2.4,16.0
4289,Suramericana,Viva Envigado,2.56,16.5333333333
4290,Suramericana,Guanteros,2.48,16.2666666667
4291,Suramericana,Envigado Centro,2.64,16.8
4292,Suramericana,Puente fundadores,2.08,14.9333333333
4293,Suramericana,Sabaneta Metro,2.88,17.6
4294,Suramericana,Las Vegas 69 Sur,3.12,18.4
4295,Suramericana,Santa Ana,3.12,18.4
4296,Suramericana,Calle Nueva,3.92,21.0666666667
4297,Suramericana,La Barquereña,3.44,19.4666666667
4298,Suramericana,Entre amigos,3.52,19.7333333333
4299,Suramericana,Sabaneta Centro,3.6,20.0
4300,Suramericana,Aves María,3.76,20.5333333333
4301,Suramericana,Biblioteca Sabaneta,3.76,20.5333333333
4302,Suramericana,Parque 4 Elementos,3.28,18.9333333333
4303,Suramericana,Puente de la 77 Sur,3.76,20.5333333333
4306,Suramericana,Bahía Ciclovia,2.16,15.2
4307,Suramericana,Ideas,1.84,14.1333333333
4308,Suramericana,Parque Itaguí,1.44,12.8
4309,Suramericana,Metróplus Cami,1.28,12.2666666667
4310,Suramericana,Doña María,1.76,13.8666666667
4311,Suramericana,Los Naranjos,1.76,13.8666666667
4312,Suramericana,Villa Paula,1.76,13.8666666667
4313,Suramericana,Parque el Artista,2.32,15.7333333333
4314,Suramericana,Puente pan de Queso I,2.88,17.6
4315,Suramericana,Puente pan de Queso II,2.88,17.6
4316,Suramericana,Metro Bello,1.68,13.6
4317,Suramericana,Parque Bello,1.44,12.8
4320,Colombia,Moravia,3.6,20.0
4321,Colombia,Universidad,2.88,17.6
4322,Colombia,Ruta N,2.4,16.0
4323,Colombia,Robledo,2.0,14.6666666667
4324,Colombia,Campus Nacional,0.8,10.6666666667
4325,Colombia,Dian Alpujarra,1.68,13.6
4326,Colombia,Distrito Creativo,2.8,17.3333333333
4327,Colombia,Plaza de La Libertad,1.6,13.3333333333
4328,Colombia,Parque de Las Luces II,1.52,13.0666666667
4329,Colombia,Pies Descalzos I,1.28,12.2666666667
4330,Colombia,Area Metropolitana,1.68,13.6
4331,Colombia,Plaza Mayor,1.52,13.0666666667
4332,Colombia,Parque de Las Luces I,1.52,13.0666666667
4333,Colombia,Pies Descalzos II,1.28,12.2666666667
4334,Colombia,Málaga,1.52,13.0666666667
4335,Colombia,Palacé,2.4,16.0
4336,Colombia,Museo de Antioquia,1.2,12.0
4337,Colombia,San Antonio,1.44,12.8
4338,Colombia,Parque Berrio,1.12,11.7333333333
4339,Colombia,Palacio de la Cultura,1.2,12.0
4340,Colombia,SIU-UdeA,1.92,14.4
4341,Colombia,Primer Parque de Laureles,3.92,21.0666666667
4342,Colombia,Otra Banda,0.08,8.26666666667
4344,Colombia,Florida Nueva,0.8,10.6666666667
4346,Colombia,María Mulata,1.28,12.2666666667
4348,Colombia,Batallón,1.12,11.7333333333
4349,Colombia,Calle 51 Los Colores,1.12,11.7333333333
4352,Colombia,Orquídeas,0.88,10.9333333333
4353,Colombia,Santa Teresita,2.16,15.2
4354,Colombia,La 65,0.48,9.6
4355,Colombia,San Pedro y San Pablo,1.12,11.7333333333
4356,Colombia,Parque de Los Mangos,0.88,10.9333333333
4357,Colombia,Pedro Nel Gómez,1.76,13.8666666667
4358,Colombia,Estadio,0.64,10.1333333333
4359,Colombia,Suramericana,0.24,8.8
4360,Colombia,San Juan,0.88,10.9333333333
4363,Colombia,Floresta,1.28,12.2666666667
4364,Colombia,Parque de los Enamorados,0.24,8.8
4365,Colombia,Salazar y Herrera,0.64,10.1333333333
4366,Colombia,Unicentro,1.36,12.5333333333
4367,Colombia,Calle 19A Villa Carlota,4.24,22.1333333333
4368,Colombia,Politécnico,4.88,24.2666666667
4369,Colombia,Telemedellín,4.32,22.4
4370,Colombia,Industriales Metro,3.2,18.6666666667
4371,Colombia,MAMM,3.84,20.8
4372,Colombia,Río Aburrá,3.2,18.6666666667
4373,Colombia,Villa Carlota,3.92,21.0666666667
4374,Colombia,Ciudad del Río,4.24,22.1333333333
4375,Colombia,Industriales Metroplús,2.72,17.0666666667
4376,Colombia,Nutibara,1.6,13.3333333333
4377,Colombia,Juan Pablo II,3.12,18.4
4378,Colombia,Picacha la 76,2.32,15.7333333333
4379,Colombia,Parques del río,0.8,10.6666666667
4380,Colombia,La 33,1.44,12.8
4381,Colombia,Rosales,2.08,14.9333333333
4382,Colombia,Maria Luisa Calle,4.16,21.8666666667
4383,Colombia,Unidad Deportiva de Belén,1.68,13.6
4385,Colombia,Cafetero,1.44,12.8
4386,Colombia,Metro Envigado Sur,2.16,15.2
4387,Colombia,Metro Envigado Norte,2.32,15.7333333333
4388,Colombia,Auxiliar Metro Envigado,2.24,15.4666666667
4389,Colombia,La Ultima Estación,2.24,15.4666666667
4390,Colombia,Pista de Patinaje,2.24,15.4666666667
4391,Colombia,Villas de Vallejuelos,2.4,16.0
4392,Colombia,Iglesia Alcalá,2.4,16.0
4393,Colombia,Los Urapanes,2.56,16.5333333333
4394,Colombia,Parque Débora Arango,2.48,16.2666666667
4395,Colombia,Porton de Alcalá,2.64,16.8
4396,Colombia,El MUA,2.64,16.8
4397,Colombia,Viva Envigado,2.8,17.3333333333
4398,Colombia,Guanteros,2.72,17.0666666667
4399,Colombia,Envigado Centro,2.88,17.6
4400,Colombia,Puente fundadores,2.32,15.7333333333
4401,Colombia,Sabaneta Metro,2.64,16.8
4402,Colombia,Las Vegas 69 Sur,2.88,17.6
4403,Colombia,Santa Ana,2.88,17.6
4404,Colombia,Calle Nueva,3.68,20.2666666667
4405,Colombia,La Barquereña,3.2,18.6666666667
4406,Colombia,Entre amigos,3.28,18.9333333333
4407,Colombia,Sabaneta Centro,3.36,19.2
4408,Colombia,Aves María,3.52,19.7333333333
4409,Colombia,Biblioteca Sabaneta,3.52,19.7333333333
4410,Colombia,Parque 4 Elementos,3.04,18.1333333333
4411,Colombia,Puente de la 77 Sur,3.52,19.7333333333
4414,Colombia,Bahía Ciclovia,1.92,14.4
4415,Colombia,Ideas,1.6,13.3333333333
4416,Colombia,Parque Itaguí,1.2,12.0
4417,Colombia,Metróplus Cami,1.04,11.4666666667
4418,Colombia,Doña María,1.52,13.0666666667
4419,Colombia,Los Naranjos,1.52,13.0666666667
4420,Colombia,Villa Paula,1.52,13.0666666667
4421,Colombia,Parque el Artista,2.08,14.9333333333
4422,Colombia,Puente pan de Queso I,2.64,16.8
