,startA,startB,Distancia,Tiempo (min)
5026,Salazar y Herrera,Picacha la 76,2.0,14.6666666667
5027,Salazar y Herrera,Parques del río,1.44,12.8
5028,Salazar y Herrera,La 33,2.08,14.9333333333
5029,Salazar y Herrera,Rosales,1.92,14.4
5030,Salazar y Herrera,Maria Luisa Calle,4.0,21.3333333333
5031,Salazar y Herrera,Unidad Deportiva de Belén,2.16,15.2
5033,Salazar y Herrera,Cafetero,2.08,14.9333333333
5034,Salazar y Herrera,Metro Envigado Sur,2.8,17.3333333333
5035,Salazar y Herrera,Metro Envigado Norte,2.96,17.8666666667
5036,Salazar y Herrera,Auxiliar Metro Envigado,2.88,17.6
5037,Salazar y Herrera,La Ultima Estación,2.88,17.6
5038,Salazar y Herrera,Pista de Patinaje,2.88,17.6
5039,Salazar y Herrera,Villas de Vallejuelos,3.04,18.1333333333
5040,Salazar y Herrera,Iglesia Alcalá,3.04,18.1333333333
5041,Salazar y Herrera,Los Urapanes,3.2,18.6666666667
5042,Salazar y Herrera,Parque Débora Arango,3.12,18.4
5043,Salazar y Herrera,Porton de Alcalá,3.28,18.9333333333
5044,Salazar y Herrera,El MUA,3.28,18.9333333333
5045,Salazar y Herrera,Viva Envigado,3.44,19.4666666667
5046,Salazar y Herrera,Guanteros,3.36,19.2
5047,Salazar y Herrera,Envigado Centro,3.52,19.7333333333
5048,Salazar y Herrera,Puente fundadores,2.96,17.8666666667
5049,Salazar y Herrera,Sabaneta Metro,2.96,17.8666666667
5050,Salazar y Herrera,Las Vegas 69 Sur,3.2,18.6666666667
5051,Salazar y Herrera,Santa Ana,3.2,18.6666666667
5052,Salazar y Herrera,Calle Nueva,4.0,21.3333333333
5053,Salazar y Herrera,La Barquereña,3.52,19.7333333333
5054,Salazar y Herrera,Entre amigos,3.6,20.0
5055,Salazar y Herrera,Sabaneta Centro,3.68,20.2666666667
5056,Salazar y Herrera,Aves María,3.84,20.8
5057,Salazar y Herrera,Biblioteca Sabaneta,3.84,20.8
5058,Salazar y Herrera,Parque 4 Elementos,3.36,19.2
5059,Salazar y Herrera,Puente de la 77 Sur,3.84,20.8
5062,Salazar y Herrera,Bahía Ciclovia,2.4,16.0
5063,Salazar y Herrera,Ideas,2.08,14.9333333333
5064,Salazar y Herrera,Parque Itaguí,1.68,13.6
5065,Salazar y Herrera,Metróplus Cami,1.52,13.0666666667
5066,Salazar y Herrera,Doña María,1.84,14.1333333333
5067,Salazar y Herrera,Los Naranjos,1.84,14.1333333333
5068,Salazar y Herrera,Villa Paula,1.84,14.1333333333
5069,Salazar y Herrera,Parque el Artista,2.4,16.0
5070,Salazar y Herrera,Puente pan de Queso I,2.96,17.8666666667
5071,Salazar y Herrera,Puente pan de Queso II,2.96,17.8666666667
5072,Salazar y Herrera,Metro Bello,2.56,16.5333333333
5073,Salazar y Herrera,Parque Bello,1.84,14.1333333333
5076,Unicentro,Moravia,4.96,24.5333333333
5077,Unicentro,Universidad,4.24,22.1333333333
5078,Unicentro,Ruta N,3.76,20.5333333333
5079,Unicentro,Robledo,3.2,18.6666666667
5080,Unicentro,Campus Nacional,2.16,15.2
5081,Unicentro,Dian Alpujarra,1.76,13.8666666667
5082,Unicentro,Distrito Creativo,1.6,13.3333333333
5083,Unicentro,Plaza de La Libertad,1.68,13.6
5084,Unicentro,Parque de Las Luces II,1.92,14.4
5085,Unicentro,Pies Descalzos I,1.36,12.5333333333
5086,Unicentro,Area Metropolitana,1.6,13.3333333333
5087,Unicentro,Plaza Mayor,1.44,12.8
5088,Unicentro,Parque de Las Luces I,1.92,14.4
5089,Unicentro,Pies Descalzos II,1.36,12.5333333333
5090,Unicentro,Málaga,2.08,14.9333333333
5091,Unicentro,Palacé,1.36,12.5333333333
5092,Unicentro,Museo de Antioquia,2.56,16.5333333333
5093,Unicentro,San Antonio,2.16,15.2
5094,Unicentro,Parque Berrio,2.48,16.2666666667
5095,Unicentro,Palacio de la Cultura,2.56,16.5333333333
5096,Unicentro,SIU-UdeA,3.28,18.9333333333
5097,Unicentro,Primer Parque de Laureles,5.28,25.6
5098,Unicentro,Otra Banda,1.44,12.8
5100,Unicentro,Florida Nueva,1.52,13.0666666667
5102,Unicentro,María Mulata,1.52,13.0666666667
5104,Unicentro,Batallón,2.16,15.2
5105,Unicentro,Calle 51 Los Colores,2.32,15.7333333333
5108,Unicentro,Orquídeas,2.08,14.9333333333
5109,Unicentro,Santa Teresita,0.8,10.6666666667
5110,Unicentro,La 65,0.88,10.9333333333
5111,Unicentro,San Pedro y San Pablo,2.0,14.6666666667
5112,Unicentro,Parque de Los Mangos,0.48,9.6
5113,Unicentro,Pedro Nel Gómez,1.2,12.0
5114,Unicentro,Estadio,1.36,12.5333333333
5115,Unicentro,Suramericana,1.12,11.7333333333
5116,Unicentro,Colombia,1.36,12.5333333333
5117,Unicentro,San Juan,1.12,11.7333333333
5120,Unicentro,Floresta,2.16,15.2
5121,Unicentro,Parque de los Enamorados,1.28,12.2666666667
5122,Unicentro,Salazar y Herrera,1.84,14.1333333333
5123,Unicentro,Calle 19A Villa Carlota,3.04,18.1333333333
5124,Unicentro,Politécnico,3.68,20.2666666667
5125,Unicentro,Telemedellín,3.12,18.4
5126,Unicentro,Industriales Metro,2.0,14.6666666667
5127,Unicentro,MAMM,2.64,16.8
5128,Unicentro,Río Aburrá,2.0,14.6666666667
5129,Unicentro,Villa Carlota,2.72,17.0666666667
5130,Unicentro,Ciudad del Río,3.04,18.1333333333
5131,Unicentro,Industriales Metroplús,1.52,13.0666666667
5132,Unicentro,Nutibara,0.4,9.33333333333
5133,Unicentro,Juan Pablo II,1.76,13.8666666667
5134,Unicentro,Picacha la 76,0.96,11.2
5135,Unicentro,Parques del río,0.88,10.9333333333
5136,Unicentro,La 33,0.24,8.8
5137,Unicentro,Rosales,0.72,10.4
5138,Unicentro,Maria Luisa Calle,2.8,17.3333333333
5139,Unicentro,Unidad Deportiva de Belén,0.32,9.06666666667
5141,Unicentro,Cafetero,0.24,8.8
5142,Unicentro,Metro Envigado Sur,1.76,13.8666666667
5143,Unicentro,Metro Envigado Norte,1.6,13.3333333333
5144,Unicentro,Auxiliar Metro Envigado,1.84,14.1333333333
5145,Unicentro,La Ultima Estación,1.84,14.1333333333
5146,Unicentro,Pista de Patinaje,2.0,14.6666666667
5147,Unicentro,Villas de Vallejuelos,2.16,15.2
5148,Unicentro,Iglesia Alcalá,2.0,14.6666666667
5149,Unicentro,Los Urapanes,1.84,14.1333333333
5150,Unicentro,Parque Débora Arango,1.92,14.4
5151,Unicentro,Porton de Alcalá,2.24,15.4666666667
5152,Unicentro,El MUA,2.08,14.9333333333
5153,Unicentro,Viva Envigado,1.6,13.3333333333
5154,Unicentro,Guanteros,2.16,15.2
5155,Unicentro,Envigado Centro,2.16,15.2
5156,Unicentro,Puente fundadores,1.76,13.8666666667
5157,Unicentro,Sabaneta Metro,4.0,21.3333333333
5158,Unicentro,Las Vegas 69 Sur,4.24,22.1333333333
5159,Unicentro,Santa Ana,4.24,22.1333333333
5160,Unicentro,Calle Nueva,5.04,24.8
5161,Unicentro,La Barquereña,4.56,23.2
5162,Unicentro,Entre amigos,4.64,23.4666666667
5163,Unicentro,Sabaneta Centro,4.72,23.7333333333
5164,Unicentro,Aves María,4.88,24.2666666667
5165,Unicentro,Biblioteca Sabaneta,4.88,24.2666666667
5166,Unicentro,Parque 4 Elementos,4.4,22.6666666667
5167,Unicentro,Puente de la 77 Sur,4.88,24.2666666667
5170,Unicentro,Bahía Ciclovia,3.28,18.9333333333
5171,Unicentro,Ideas,2.96,17.8666666667
5172,Unicentro,Parque Itaguí,2.56,16.5333333333
5173,Unicentro,Metróplus Cami,2.4,16.0
5174,Unicentro,Doña María,2.88,17.6
5175,Unicentro,Los Naranjos,2.88,17.6
5176,Unicentro,Villa Paula,2.88,17.6
5177,Unicentro,Parque el Artista,3.44,19.4666666667
5178,Unicentro,Puente pan de Queso I,4.0,21.3333333333
5179,Unicentro,Puente pan de Queso II,4.0,21.3333333333
5180,Unicentro,Metro Bello,2.48,16.2666666667
5181,Unicentro,Parque Bello,2.56,16.5333333333
5184,Calle 19A Villa Carlota,Moravia,5.76,27.2
5185,Calle 19A Villa Carlota,Universidad,5.04,24.8
5186,Calle 19A Villa Carlota,Ruta N,4.56,23.2
5187,Calle 19A Villa Carlota,Robledo,6.24,28.8
5188,Calle 19A Villa Carlota,Campus Nacional,4.88,24.2666666667
5189,Calle 19A Villa Carlota,Dian Alpujarra,2.56,16.5333333333
5190,Calle 19A Villa Carlota,Distrito Creativo,1.44,12.8
5191,Calle 19A Villa Carlota,Plaza de La Libertad,2.64,16.8
5192,Calle 19A Villa Carlota,Parque de Las Luces II,2.72,17.0666666667
5193,Calle 19A Villa Carlota,Pies Descalzos I,2.96,17.8666666667
5194,Calle 19A Villa Carlota,Area Metropolitana,2.56,16.5333333333
5195,Calle 19A Villa Carlota,Plaza Mayor,2.72,17.0666666667
5196,Calle 19A Villa Carlota,Parque de Las Luces I,2.72,17.0666666667
5197,Calle 19A Villa Carlota,Pies Descalzos II,2.96,17.8666666667
5198,Calle 19A Villa Carlota,Málaga,2.72,17.0666666667
5199,Calle 19A Villa Carlota,Palacé,1.84,14.1333333333
5200,Calle 19A Villa Carlota,Museo de Antioquia,3.36,19.2
5201,Calle 19A Villa Carlota,San Antonio,2.8,17.3333333333
5202,Calle 19A Villa Carlota,Parque Berrio,3.12,18.4
5203,Calle 19A Villa Carlota,Palacio de la Cultura,3.2,18.6666666667
5204,Calle 19A Villa Carlota,SIU-UdeA,4.08,21.6
5205,Calle 19A Villa Carlota,Primer Parque de Laureles,4.64,23.4666666667
5206,Calle 19A Villa Carlota,Otra Banda,4.16,21.8666666667
5208,Calle 19A Villa Carlota,Florida Nueva,4.56,23.2
5210,Calle 19A Villa Carlota,María Mulata,4.56,23.2
5212,Calle 19A Villa Carlota,Batallón,5.2,25.3333333333
5213,Calle 19A Villa Carlota,Calle 51 Los Colores,5.36,25.8666666667
5216,Calle 19A Villa Carlota,Orquídeas,5.12,25.0666666667
5217,Calle 19A Villa Carlota,Santa Teresita,3.84,20.8
5218,Calle 19A Villa Carlota,La 65,3.76,20.5333333333
5219,Calle 19A Villa Carlota,San Pedro y San Pablo,5.04,24.8
5220,Calle 19A Villa Carlota,Parque de Los Mangos,3.52,19.7333333333
5221,Calle 19A Villa Carlota,Pedro Nel Gómez,4.24,22.1333333333
5222,Calle 19A Villa Carlota,Estadio,4.4,22.6666666667
5223,Calle 19A Villa Carlota,Suramericana,4.0,21.3333333333
5224,Calle 19A Villa Carlota,Colombia,4.24,22.1333333333
5225,Calle 19A Villa Carlota,San Juan,4.16,21.8666666667
5228,Calle 19A Villa Carlota,Floresta,5.2,25.3333333333
5229,Calle 19A Villa Carlota,Parque de los Enamorados,4.32,22.4
5230,Calle 19A Villa Carlota,Salazar y Herrera,4.88,24.2666666667
5231,Calle 19A Villa Carlota,Unicentro,3.04,18.1333333333
5232,Calle 19A Villa Carlota,Politécnico,1.28,12.2666666667
5233,Calle 19A Villa Carlota,Telemedellín,0.08,8.26666666667
5234,Calle 19A Villa Carlota,Industriales Metro,1.04,11.4666666667
5235,Calle 19A Villa Carlota,MAMM,0.4,9.33333333333
5236,Calle 19A Villa Carlota,Río Aburrá,1.04,11.4666666667
5237,Calle 19A Villa Carlota,Villa Carlota,0.48,9.6
5238,Calle 19A Villa Carlota,Ciudad del Río,0.0,8.0
5239,Calle 19A Villa Carlota,Industriales Metroplús,1.52,13.0666666667
5240,Calle 19A Villa Carlota,Nutibara,2.64,16.8
5241,Calle 19A Villa Carlota,Juan Pablo II,2.4,16.0
5242,Calle 19A Villa Carlota,Picacha la 76,3.68,20.2666666667
5243,Calle 19A Villa Carlota,Parques del río,3.44,19.4666666667
5244,Calle 19A Villa Carlota,La 33,2.8,17.3333333333
5245,Calle 19A Villa Carlota,Rosales,2.96,17.8666666667
5246,Calle 19A Villa Carlota,Maria Luisa Calle,3.44,19.4666666667
5247,Calle 19A Villa Carlota,Unidad Deportiva de Belén,2.72,17.0666666667
5249,Calle 19A Villa Carlota,Cafetero,2.8,17.3333333333
5250,Calle 19A Villa Carlota,Metro Envigado Sur,2.08,14.9333333333
5251,Calle 19A Villa Carlota,Metro Envigado Norte,1.92,14.4
5252,Calle 19A Villa Carlota,Auxiliar Metro Envigado,2.0,14.6666666667
5253,Calle 19A Villa Carlota,La Ultima Estación,2.0,14.6666666667
5254,Calle 19A Villa Carlota,Pista de Patinaje,2.0,14.6666666667
5255,Calle 19A Villa Carlota,Villas de Vallejuelos,1.84,14.1333333333
5256,Calle 19A Villa Carlota,Iglesia Alcalá,1.84,14.1333333333
5257,Calle 19A Villa Carlota,Los Urapanes,1.68,13.6
5258,Calle 19A Villa Carlota,Parque Débora Arango,1.76,13.8666666667
5259,Calle 19A Villa Carlota,Porton de Alcalá,1.6,13.3333333333
5260,Calle 19A Villa Carlota,El MUA,1.6,13.3333333333
5261,Calle 19A Villa Carlota,Viva Envigado,1.44,12.8
5262,Calle 19A Villa Carlota,Guanteros,1.52,13.0666666667
5263,Calle 19A Villa Carlota,Envigado Centro,1.52,13.0666666667
5264,Calle 19A Villa Carlota,Puente fundadores,1.92,14.4
5265,Calle 19A Villa Carlota,Sabaneta Metro,4.32,22.4
5266,Calle 19A Villa Carlota,Las Vegas 69 Sur,4.4,22.6666666667
5267,Calle 19A Villa Carlota,Santa Ana,4.08,21.6
5268,Calle 19A Villa Carlota,Calle Nueva,4.88,24.2666666667
5269,Calle 19A Villa Carlota,La Barquereña,3.92,21.0666666667
5270,Calle 19A Villa Carlota,Entre amigos,4.48,22.9333333333
5271,Calle 19A Villa Carlota,Sabaneta Centro,4.4,22.6666666667
5272,Calle 19A Villa Carlota,Aves María,4.56,23.2
5273,Calle 19A Villa Carlota,Biblioteca Sabaneta,4.72,23.7333333333
5274,Calle 19A Villa Carlota,Parque 4 Elementos,3.76,20.5333333333
5275,Calle 19A Villa Carlota,Puente de la 77 Sur,5.04,24.8
5278,Calle 19A Villa Carlota,Bahía Ciclovia,2.64,16.8
5279,Calle 19A Villa Carlota,Ideas,2.8,17.3333333333
5280,Calle 19A Villa Carlota,Parque Itaguí,3.2,18.6666666667
5281,Calle 19A Villa Carlota,Metróplus Cami,3.36,19.2
5282,Calle 19A Villa Carlota,Doña María,3.68,20.2666666667
5283,Calle 19A Villa Carlota,Los Naranjos,3.2,18.6666666667
5284,Calle 19A Villa Carlota,Villa Paula,3.52,19.7333333333
5285,Calle 19A Villa Carlota,Parque el Artista,4.24,22.1333333333
5286,Calle 19A Villa Carlota,Puente pan de Queso I,3.36,19.2
5287,Calle 19A Villa Carlota,Puente pan de Queso II,3.36,19.2
5288,Calle 19A Villa Carlota,Metro Bello,2.32,15.7333333333
5289,Calle 19A Villa Carlota,Parque Bello,3.04,18.1333333333
5292,Politécnico,Moravia,6.4,29.3333333333
5293,Politécnico,Universidad,5.68,26.9333333333
5294,Politécnico,Ruta N,5.2,25.3333333333
5295,Politécnico,Robledo,6.88,30.9333333333
5296,Politécnico,Campus Nacional,5.52,26.4
5297,Politécnico,Dian Alpujarra,3.2,18.6666666667
5298,Politécnico,Distrito Creativo,2.24,15.4666666667
5299,Politécnico,Plaza de La Libertad,3.28,18.9333333333
5300,Politécnico,Parque de Las Luces II,3.36,19.2
5301,Politécnico,Pies Descalzos I,3.6,20.0
5302,Politécnico,Area Metropolitana,3.2,18.6666666667
5303,Politécnico,Plaza Mayor,3.36,19.2
5304,Politécnico,Parque de Las Luces I,3.36,19.2
5305,Politécnico,Pies Descalzos II,3.6,20.0
5306,Politécnico,Málaga,3.36,19.2
5307,Politécnico,Palacé,2.48,16.2666666667
5308,Politécnico,Museo de Antioquia,4.0,21.3333333333
5309,Politécnico,San Antonio,3.44,19.4666666667
5310,Politécnico,Parque Berrio,3.76,20.5333333333
5311,Politécnico,Palacio de la Cultura,3.84,20.8
5312,Politécnico,SIU-UdeA,4.72,23.7333333333
5313,Politécnico,Primer Parque de Laureles,5.92,27.7333333333
5314,Politécnico,Otra Banda,4.8,24.0
5316,Politécnico,Florida Nueva,5.2,25.3333333333
5318,Politécnico,María Mulata,5.2,25.3333333333
5320,Politécnico,Batallón,5.84,27.4666666667
5321,Politécnico,Calle 51 Los Colores,6.0,28.0
5324,Politécnico,Orquídeas,5.76,27.2
5325,Politécnico,Santa Teresita,4.48,22.9333333333
5326,Politécnico,La 65,4.4,22.6666666667
5327,Politécnico,San Pedro y San Pablo,5.68,26.9333333333
5328,Politécnico,Parque de Los Mangos,4.16,21.8666666667
5329,Politécnico,Pedro Nel Gómez,4.88,24.2666666667
5330,Politécnico,Estadio,5.04,24.8
5331,Politécnico,Suramericana,4.64,23.4666666667
5332,Politécnico,Colombia,4.88,24.2666666667
5333,Politécnico,San Juan,4.8,24.0
5336,Politécnico,Floresta,5.84,27.4666666667
5337,Politécnico,Parque de los Enamorados,4.96,24.5333333333
5338,Politécnico,Salazar y Herrera,5.52,26.4
5339,Politécnico,Unicentro,3.68,20.2666666667
5340,Politécnico,Calle 19A Villa Carlota,1.28,12.2666666667
5341,Politécnico,Telemedellín,1.2,12.0
5342,Politécnico,Industriales Metro,1.68,13.6
5343,Politécnico,MAMM,1.04,11.4666666667
5344,Politécnico,Río Aburrá,1.68,13.6
5345,Politécnico,Villa Carlota,0.96,11.2
5346,Politécnico,Ciudad del Río,1.28,12.2666666667
5347,Politécnico,Industriales Metroplús,2.16,15.2
5348,Politécnico,Nutibara,3.28,18.9333333333
5349,Politécnico,Juan Pablo II,2.56,16.5333333333
5350,Politécnico,Picacha la 76,4.32,22.4
5351,Politécnico,Parques del río,4.08,21.6
5352,Politécnico,La 33,3.44,19.4666666667
5353,Politécnico,Rosales,3.6,20.0
5354,Politécnico,Maria Luisa Calle,2.16,15.2
5355,Politécnico,Unidad Deportiva de Belén,3.36,19.2
5357,Politécnico,Cafetero,3.44,19.4666666667
5358,Politécnico,Metro Envigado Sur,2.72,17.0666666667
5359,Politécnico,Metro Envigado Norte,2.56,16.5333333333
5360,Politécnico,Auxiliar Metro Envigado,2.64,16.8
5361,Politécnico,La Ultima Estación,2.64,16.8
5362,Politécnico,Pista de Patinaje,2.64,16.8
5363,Politécnico,Villas de Vallejuelos,2.8,17.3333333333
5364,Politécnico,Iglesia Alcalá,2.64,16.8
5365,Politécnico,Los Urapanes,2.48,16.2666666667
5366,Politécnico,Parque Débora Arango,2.56,16.5333333333
5367,Politécnico,Porton de Alcalá,2.88,17.6
5368,Politécnico,El MUA,2.72,17.0666666667
5369,Politécnico,Viva Envigado,2.08,14.9333333333
5370,Politécnico,Guanteros,2.8,17.3333333333
5371,Politécnico,Envigado Centro,2.8,17.3333333333
5372,Politécnico,Puente fundadores,2.56,16.5333333333
5373,Politécnico,Sabaneta Metro,4.96,24.5333333333
5374,Politécnico,Las Vegas 69 Sur,5.04,24.8
5375,Politécnico,Santa Ana,4.88,24.2666666667
5376,Politécnico,Calle Nueva,5.68,26.9333333333
5377,Politécnico,La Barquereña,5.2,25.3333333333
5378,Politécnico,Entre amigos,5.28,25.6
5379,Politécnico,Sabaneta Centro,5.36,25.8666666667
5380,Politécnico,Aves María,5.52,26.4
5381,Politécnico,Biblioteca Sabaneta,5.52,26.4
5382,Politécnico,Parque 4 Elementos,5.04,24.8
5383,Politécnico,Puente de la 77 Sur,5.68,26.9333333333
5386,Politécnico,Bahía Ciclovia,3.92,21.0666666667
5387,Politécnico,Ideas,3.6,20.0
5388,Politécnico,Parque Itaguí,3.84,20.8
5389,Politécnico,Metróplus Cami,4.0,21.3333333333
5390,Politécnico,Doña María,4.32,22.4
5391,Politécnico,Los Naranjos,3.84,20.8
5392,Politécnico,Villa Paula,4.16,21.8666666667
5393,Politécnico,Parque el Artista,4.88,24.2666666667
5394,Politécnico,Puente pan de Queso I,4.64,23.4666666667
5395,Politécnico,Puente pan de Queso II,4.64,23.4666666667
5396,Politécnico,Metro Bello,3.12,18.4
5397,Politécnico,Parque Bello,3.68,20.2666666667
5400,Telemedellín,Moravia,5.84,27.4666666667
5401,Telemedellín,Universidad,5.12,25.0666666667
5402,Telemedellín,Ruta N,4.64,23.4666666667
5403,Telemedellín,Robledo,6.32,29.0666666667
5404,Telemedellín,Campus Nacional,4.96,24.5333333333
5405,Telemedellín,Dian Alpujarra,2.64,16.8
5406,Telemedellín,Distrito Creativo,1.52,13.0666666667
5407,Telemedellín,Plaza de La Libertad,2.72,17.0666666667
5408,Telemedellín,Parque de Las Luces II,2.8,17.3333333333
5409,Telemedellín,Pies Descalzos I,3.04,18.1333333333
5410,Telemedellín,Area Metropolitana,2.64,16.8
5411,Telemedellín,Plaza Mayor,2.8,17.3333333333
5412,Telemedellín,Parque de Las Luces I,2.8,17.3333333333
5413,Telemedellín,Pies Descalzos II,3.04,18.1333333333
5414,Telemedellín,Málaga,2.8,17.3333333333
5415,Telemedellín,Palacé,1.92,14.4
5416,Telemedellín,Museo de Antioquia,3.44,19.4666666667
5417,Telemedellín,San Antonio,2.88,17.6
5418,Telemedellín,Parque Berrio,3.2,18.6666666667
5419,Telemedellín,Palacio de la Cultura,3.28,18.9333333333
5420,Telemedellín,SIU-UdeA,4.16,21.8666666667
5421,Telemedellín,Primer Parque de Laureles,4.72,23.7333333333
5422,Telemedellín,Otra Banda,4.24,22.1333333333
5424,Telemedellín,Florida Nueva,4.64,23.4666666667
5426,Telemedellín,María Mulata,4.64,23.4666666667
5428,Telemedellín,Batallón,5.28,25.6
5429,Telemedellín,Calle 51 Los Colores,5.44,26.1333333333
5432,Telemedellín,Orquídeas,5.2,25.3333333333
5433,Telemedellín,Santa Teresita,3.92,21.0666666667
5434,Telemedellín,La 65,3.84,20.8
5435,Telemedellín,San Pedro y San Pablo,5.12,25.0666666667
5436,Telemedellín,Parque de Los Mangos,3.6,20.0
5437,Telemedellín,Pedro Nel Gómez,4.32,22.4
5438,Telemedellín,Estadio,4.48,22.9333333333
5439,Telemedellín,Suramericana,4.08,21.6
5440,Telemedellín,Colombia,4.32,22.4
5441,Telemedellín,San Juan,4.24,22.1333333333
5444,Telemedellín,Floresta,5.28,25.6
5445,Telemedellín,Parque de los Enamorados,4.4,22.6666666667
5446,Telemedellín,Salazar y Herrera,4.96,24.5333333333
5447,Telemedellín,Unicentro,3.12,18.4
5448,Telemedellín,Calle 19A Villa Carlota,0.08,8.26666666667
5449,Telemedellín,Politécnico,1.2,12.0
5450,Telemedellín,Industriales Metro,1.12,11.7333333333
5451,Telemedellín,MAMM,0.48,9.6
5452,Telemedellín,Río Aburrá,1.12,11.7333333333
5453,Telemedellín,Villa Carlota,0.4,9.33333333333
5454,Telemedellín,Ciudad del Río,0.08,8.26666666667
5455,Telemedellín,Industriales Metroplús,1.6,13.3333333333
5456,Telemedellín,Nutibara,2.72,17.0666666667
5457,Telemedellín,Juan Pablo II,2.32,15.7333333333
5458,Telemedellín,Picacha la 76,3.76,20.5333333333
5459,Telemedellín,Parques del río,3.52,19.7333333333
5460,Telemedellín,La 33,2.88,17.6
5461,Telemedellín,Rosales,3.04,18.1333333333
5462,Telemedellín,Maria Luisa Calle,3.36,19.2
5463,Telemedellín,Unidad Deportiva de Belén,2.8,17.3333333333
5465,Telemedellín,Cafetero,2.88,17.6
5466,Telemedellín,Metro Envigado Sur,2.16,15.2
5467,Telemedellín,Metro Envigado Norte,2.0,14.6666666667
5468,Telemedellín,Auxiliar Metro Envigado,2.08,14.9333333333
5469,Telemedellín,La Ultima Estación,2.08,14.9333333333
5470,Telemedellín,Pista de Patinaje,2.08,14.9333333333
5471,Telemedellín,Villas de Vallejuelos,1.92,14.4
5472,Telemedellín,Iglesia Alcalá,1.92,14.4
5473,Telemedellín,Los Urapanes,1.76,13.8666666667
5474,Telemedellín,Parque Débora Arango,1.84,14.1333333333
5475,Telemedellín,Porton de Alcalá,1.68,13.6
5476,Telemedellín,El MUA,1.68,13.6
5477,Telemedellín,Viva Envigado,1.52,13.0666666667
5478,Telemedellín,Guanteros,1.6,13.3333333333
5479,Telemedellín,Envigado Centro,1.6,13.3333333333
5480,Telemedellín,Puente fundadores,2.0,14.6666666667
5481,Telemedellín,Sabaneta Metro,4.4,22.6666666667
5482,Telemedellín,Las Vegas 69 Sur,4.48,22.9333333333
5483,Telemedellín,Santa Ana,4.16,21.8666666667
5484,Telemedellín,Calle Nueva,4.96,24.5333333333
5485,Telemedellín,La Barquereña,4.0,21.3333333333
5486,Telemedellín,Entre amigos,4.56,23.2
5487,Telemedellín,Sabaneta Centro,4.48,22.9333333333
5488,Telemedellín,Aves María,4.64,23.4666666667
5489,Telemedellín,Biblioteca Sabaneta,4.8,24.0
5490,Telemedellín,Parque 4 Elementos,3.84,20.8
5491,Telemedellín,Puente de la 77 Sur,5.12,25.0666666667
5494,Telemedellín,Bahía Ciclovia,2.72,17.0666666667
5495,Telemedellín,Ideas,2.88,17.6
5496,Telemedellín,Parque Itaguí,3.28,18.9333333333
5497,Telemedellín,Metróplus Cami,3.44,19.4666666667
5498,Telemedellín,Doña María,3.76,20.5333333333
5499,Telemedellín,Los Naranjos,3.28,18.9333333333
5500,Telemedellín,Villa Paula,3.6,20.0
5501,Telemedellín,Parque el Artista,4.32,22.4
5502,Telemedellín,Puente pan de Queso I,3.44,19.4666666667
5503,Telemedellín,Puente pan de Queso II,3.44,19.4666666667
5504,Telemedellín,Metro Bello,2.4,16.0
5505,Telemedellín,Parque Bello,3.12,18.4
5508,Industriales Metro,Moravia,4.72,23.7333333333
5509,Industriales Metro,Universidad,4.0,21.3333333333
5510,Industriales Metro,Ruta N,3.52,19.7333333333
5511,Industriales Metro,Robledo,5.2,25.3333333333
5512,Industriales Metro,Campus Nacional,3.84,20.8
5513,Industriales Metro,Dian Alpujarra,1.52,13.0666666667
5514,Industriales Metro,Distrito Creativo,0.72,10.4
5515,Industriales Metro,Plaza de La Libertad,1.6,13.3333333333
5516,Industriales Metro,Parque de Las Luces II,1.68,13.6
5517,Industriales Metro,Pies Descalzos I,1.92,14.4
5518,Industriales Metro,Area Metropolitana,1.52,13.0666666667
5519,Industriales Metro,Plaza Mayor,1.68,13.6
5520,Industriales Metro,Parque de Las Luces I,1.68,13.6
5521,Industriales Metro,Pies Descalzos II,1.92,14.4
5522,Industriales Metro,Málaga,1.68,13.6
5523,Industriales Metro,Palacé,0.8,10.6666666667
5524,Industriales Metro,Museo de Antioquia,2.32,15.7333333333
5525,Industriales Metro,San Antonio,1.76,13.8666666667
5526,Industriales Metro,Parque Berrio,2.08,14.9333333333
5527,Industriales Metro,Palacio de la Cultura,2.16,15.2
5528,Industriales Metro,SIU-UdeA,3.04,18.1333333333
5529,Industriales Metro,Primer Parque de Laureles,4.4,22.6666666667
5530,Industriales Metro,Otra Banda,3.12,18.4
5532,Industriales Metro,Florida Nueva,3.52,19.7333333333
5534,Industriales Metro,María Mulata,3.52,19.7333333333
5536,Industriales Metro,Batallón,4.16,21.8666666667
5537,Industriales Metro,Calle 51 Los Colores,4.32,22.4
5540,Industriales Metro,Orquídeas,4.08,21.6
5541,Industriales Metro,Santa Teresita,2.8,17.3333333333
5542,Industriales Metro,La 65,2.72,17.0666666667
5543,Industriales Metro,San Pedro y San Pablo,4.0,21.3333333333
5544,Industriales Metro,Parque de Los Mangos,2.48,16.2666666667
5545,Industriales Metro,Pedro Nel Gómez,3.2,18.6666666667
5546,Industriales Metro,Estadio,3.36,19.2
5547,Industriales Metro,Suramericana,2.96,17.8666666667
5548,Industriales Metro,Colombia,3.2,18.6666666667
5549,Industriales Metro,San Juan,3.12,18.4
5552,Industriales Metro,Floresta,4.16,21.8666666667
5553,Industriales Metro,Parque de los Enamorados,3.28,18.9333333333
