,FAMILIA,Nombre común,Nombre científico,X,Y,NUMERO DE TALLOS,CAP_1,CAP_2,CAP_3,CAP_4,CAP_5,SUMATORIA CAP,ALTURA TOTAL,ALTURA DE COPA,DIAMETRO_MAYOR ,DIAMETRO_MENOR,ORIENTACIÒN DE COPA (Punto Cardinal)
632,FABACEAE,Palo cruz,Brownea grandiceps ,6.270105,-75.5677018,5,29.8,23.0,21.5,21.0,22.3,117.6,4.3,1.3,7.3,5.3,Este -oeste
633,FABACEAE,Palo cruz,Brownea grandiceps ,6.270126,-75.5677517,3,19.2,23.2,25.6,,,68.0,3.5,1.4,3.8,3.2,Este -oeste
634,FABACEAE,Palo cruz,Brownea grandiceps ,6.2701407,-75.567798,4,30.0,28.4,28.0,25.3,,111.7,5.8,1.5,6.5,3.5,Este -oeste
635,FABACEAE,Palo cruz,Brownea grandiceps ,6.270157,-75.5678524,5,34.3,30.0,24.5,21.6,15.8,126.2,6.0,1.4,6.9,6.4,Este -oeste
636,FABACEAE,Palo cruz,Brownea grandiceps ,6.27019,-75.56783,4,30.5,28.8,24.8,15.0,,99.1,4.3,1.2,5.9,4.2,Este -oeste
637,ANACARDIACEAE,Mango,Mangifera indica ,6.2684807,-75.5669343,2,197.0,80.4,,,,277.4,9.2,3.2,11.3,8.2,Norte-sur
638,ANACARDIACEAE,Mango,Mangifera indica ,6.2680774,-75.5669899,1,124.8,,,,,124.8,6.2,2.9,9.2,8.0,Norte-sur
639,MORACEAE,Falso laurel,Ficus benjamina ,6.2674633,-75.5674167,1,643.7,,,,,643.7,23.0,5.0,32.5,25.9,Norte-sur
640,MORACEAE,Falso laurel,Ficus benjamina ,6.26745,-75.5673095,1,572.3,,,,,572.3,20.0,7.2,28.6,25.3,Norte-sur
641,MORACEAE,Falso laurel,Ficus benjamina ,6.2674247,-75.5672041,1,406.2,,,,,406.2,21.0,6.0,32.5,28.6,Norte-sur
642,PROTEACEAE,Macadamia,Macadamia integrifolia ,6.267268,-75.5671995,1,54.9,,,,,54.9,6.5,2.9,5.2,4.8,Norte-sur
643,PROTEACEAE,Macadamia,Macadamia integrifolia ,6.267218,-75.5672121,5,44.5,38.7,29.9,35.5,20.5,169.1,7.2,2.2,4.8,4.5,Norte-sur
644,PROTEACEAE,Macadamia,Macadamia integrifolia ,6.2671647,-75.5672223,4,48.5,45.5,42.3,26.7,,163.0,7.1,3.0,4.5,4.3,Norte-sur
645,PROTEACEAE,Macadamia,Macadamia integrifolia ,6.2671127,-75.5672358,3,43.0,38.3,31.4,,,112.69999999999999,6.8,2.2,5.3,4.5,Norte -sur
646,PROTEACEAE,Macadamia,Macadamia integrifolia ,6.2670727,-75.5672407,2,36.1,31.9,,,,68.0,6.1,2.1,4.5,4.2,Norte-sur
647,ANACARDIACEAE,Mango,Mangifera indica ,6.266806,-75.5672738,5,194.6,137.5,101.7,116.3,125.5,675.6,12.0,2.9,14.5,11.5,Norte -sur
648,LECYTHIDACEAE,Membrillo,Gustavia superba,6.2667173,-75.5673013,1,22.1,,,,,22.1,5.5,2.9,2.1,1.6,Este -oeste
649,ANACARDIACEAE,Mango,Mangifera indica ,6.2666607,-75.5673155,1,83.4,,,,,83.4,5.7,2.9,6.2,6.0,Este-oeste
650,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus ,6.26645,-75.567367,1,170.4,,,,,170.4,12.0,3.2,16.5,13.6,Norte-sur
651,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.2663733,-75.5673878,2,30.1,27.0,,,,57.1,5.0,2.5,3.8,2.8,Norte-sur
652,ANACARDIACEAE,Mango,Mangifera indica ,6.26624,-75.5674092,1,161.7,,,,,161.7,7.0,3.3,10.6,8.5,Norte-sur
653,ANACARDIACEAE,Mango,Mangifera indica ,6.2659613,-75.5674771,2,133.7,96.7,,,,230.39999999999998,6.0,1.7,9.6,7.4,Este-oeste
654,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2659133,-75.5674877,1,20.2,,,,,20.2,4.3,2.8,1.8,1.6,Este-oeste
655,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2658647,-75.5675036,1,35.5,,,,,35.5,5.0,3.1,4.2,4.0,Este-oeste
656,ANACARDIACEAE,Mango,Mangifera indica ,6.2658,-75.5675159,1,139.6,,,,,139.6,7.2,2.7,9.3,8.1,Norte-sur
657,ANNONACEAE,Guanábano,Annona muricata ,6.2656873,-75.5675497,1,66.9,,,,,66.9,8.0,3.7,7.6,5.2,Este-oeste
658,LECYTHIDACEAE,Cococristal,Lecythis mesophylla,6.2656593,-75.567562,1,33.7,,,,,33.7,9.0,4.2,5.3,5.2,Norte-sur
659,ANNONACEAE,Guanabano macho,Annona purpúrea,6.2656113,-75.5675818,1,51.0,,,,,51.0,7.8,2.0,8.9,8.3,Este-oeste
660,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2655747,-75.5675987,1,59.1,,,,,59.1,5.0,2.0,4.1,3.6,Norte-sur
661,MALVACEAE,Guacimo,Guazuma ulmifolia ,6.265508,-75.5676307,1,88.8,,,,,88.8,12.5,5.8,13.8,11.6,Este-oeste
662,ANACARDIACEAE,Mango,Mangifera indica ,6.265448,-75.5676773,4,90.1,80.2,78.3,49.2,,297.8,7.8,2.2,14.8,12.9,Norte-sur
663,MALVACEAE,Cacao de monte,Pachira speciosa,6.2653687,-75.5677964,1,62.5,,,,,62.5,9.8,3.2,7.4,6.9,Norte-sur
664,ANACARDIACEAE,Mango,Mangifera indica ,6.265338,-75.56786,3,65.8,60.8,40.0,,,166.6,6.6,2.5,7.6,7.3,Norte-sur
665,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus ,6.2653193,-75.5679261,1,172.4,,,,,172.4,14.0,4.2,16.5,15.3,Norte-sur
666,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus ,6.2652987,-75.5679832,2,88.6,77.6,,,,166.2,14.0,4.5,8.6,8.2,Norte-sur
667,MYRTACEAE,Guayabo,Psidium guajava ,6.265272,-75.5680776,2,44.5,48.6,,,,93.1,5.5,2.0,7.2,4.3,Este -oeste
668,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.265292,-75.5682659,2,86.5,60.8,,,,147.3,12.5,5.6,9.3,7.5,Este-oeste
669,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.2653047,-75.5683772,1,98.0,,,,,98.0,13.5,2.6,11.5,10.6,Norte-sur
670,FABACEAE,Cedro amarillo,Albizia guachapele ,6.265308,-75.5685001,1,122.5,,,,,122.5,13.0,6.0,15.8,10.6,Este -oeste
671,RUBIACEAE,Canelo,Calycophyllum candidissimum,6.2653107,-75.5685572,1,21.3,,,,,21.3,4.5,1.7,2.8,2.6,Este -oeste
672,RUBIACEAE,Canelo,Calycophyllum candidissimum,6.2653193,-75.5685995,1,13.7,,,,,13.7,4.5,2.4,3.2,2.6,Este -oeste
673,ANACARDIACEAE,Mango,Mangifera indica ,6.265328,-75.5686541,1,91.8,,,,,91.8,7.0,2.6,7.5,6.8,Este -oeste
674,ANACARDIACEAE,Mango,Mangifera indica ,6.2653347,-75.5687189,1,109.9,,,,,109.9,7.3,2.8,8.9,7.3,Este -oeste
675,RUBIACEAE,Canelo,Calycophyllum candidissimum,6.2653427,-75.568778,1,15.2,,,,,15.2,5.0,1.1,2.6,2.3,Este -oeste
676,RUBIACEAE,Canelo,Calycophyllum candidissimum,6.2653454,-75.5688345,1,26.0,,,,,26.0,6.1,1.6,3.6,2.3,Norte-sur
677,LECYTHIDACEAE,Cococristal,Lecythis mesophylla,6.2653547,-75.5688835,1,20.2,,,,,20.2,4.3,2.3,3.2,3.0,Este -oeste
678,ANACARDIACEAE,Mango,Mangifera indica ,6.265376,-75.5690154,1,116.4,,,,,116.4,8.0,2.2,7.6,7.1,Este-oeste
679,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.2653847,-75.5690815,4,23.4,18.6,16.4,12.8,,71.2,5.0,2.2,3.3,2.9,Este -oeste
680,ANACARDIACEAE,Mango,Mangifera indica ,6.265398,-75.5691629,1,117.4,,,,,117.4,8.0,2.0,9.3,7.5,Este -oeste
681,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2654193,-75.5693143,1,35.6,,,,,35.6,5.0,2.4,3.8,3.5,Este -oeste
682,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus ,6.265424,-75.569354,1,119.1,,,,,119.1,11.3,3.6,9.6,8.1,Norte-sur
683,ANACARDIACEAE,Mango,Mangifera indica ,6.2654267,-75.569404,2,106.1,101.0,,,,207.1,7.8,4.7,10.3,8.3,Este -oeste
684,MYRTACEAE,Pero de agua,Syzygium malaccense,6.265438,-75.5694992,1,81.3,,,,,81.3,7.8,2.8,7.6,6.8,Norte-sur
685,ANACARDIACEAE,Mango,Mangifera indica ,6.265448,-75.5695855,1,127.6,,,,,127.6,7.4,3.4,10.3,8.4,Este -oeste
686,MYRTACEAE,Pero de agua,Syzygium malaccense,6.2654587,-75.5696899,1,71.6,,,,,71.6,8.0,3.0,7.3,6.2,Este -oeste
687,ANACARDIACEAE,Mango,Mangifera indica ,6.2654594,-75.5697407,2,104.1,99.1,,,,203.2,9.5,4.3,10.3,8.2,Norte-sur
688,MELIACEAE,Caobo,Swietenia macrophylla ,6.2654633,-75.5698063,1,119.3,,,,,119.3,14.0,4.5,12.3,8.6,Norte-sur
689,SALICACEAE,Cerezo del gobernador,Flacourtia indica ,6.265472,-75.5698538,3,61.2,37.4,32.4,,,131.0,9.5,2.2,8.2,6.3,Norte-sur
690,MYRTACEAE,Pomo,Syzygium jambos ,6.2654793,-75.5698967,2,86.7,70.0,,,,156.7,9.8,4.0,16.3,8.2,Este -oeste
691,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2654793,-75.5699468,1,85.1,,,,,85.1,11.5,5.8,8.6,8.2,Este -oeste
692,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus,6.265494,-75.5700266,1,38.9,,,,,38.9,6.5,5.2,4.5,3.0,Este -oeste
693,MYRTACEAE,Guayabo,Psidium guajava ,6.2654967,-75.5700438,3,46.0,39.5,33.3,,,118.8,8.6,3.8,10.2,70.6,Este -oeste
694,SALICACEAE,Cerezo del gobernador,Flacourtia indica ,6.2655047,-75.5701022,2,50.0,30.8,,,,80.8,6.3,2.2,6.3,5.9,Este -oeste
695,ANACARDIACEAE,Mango,Mangifera indica ,6.2655127,-75.5701687,1,96.1,,,,,96.1,7.2,2.8,8.5,7.1,Este -oeste
696,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.2655353,-75.5702548,1,128.6,,,,,128.6,12.0,3.4,10.3,6.7,Norte-sur
697,OLEACEAE,Urapán,Fraxinus uhdei ,6.2655553,-75.5703373,1,189.3,,,,,189.3,12.0,6.5,16.3,15.2,Norte-sur
698,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2655793,-75.5704002,1,57.0,,,,,57.0,5.1,3.1,5.3,3.5,Este -oeste
699,SAPOTACEAE,Níspero costeño,Manilkara zapota,6.2656087,-75.5704515,1,25.8,,,,,25.8,6.7,2.5,5.2,5.0,Este -oeste
700,LAMIACEAE,Vitex,Vitex megapotamica,6.265698,-75.5705593,3,14.9,14.3,11.0,,,40.2,3.4,1.3,4.1,2.3,Norte-sur
701,FABACEAE,Casco de vaca orquidea,Bauhinia variegata ,6.2657247,-75.5705936,1,100.7,,,,,100.7,10.0,2.5,8.3,6.4,Norte-sur
702,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2657393,-75.5706069,1,60.0,,,,,60.0,10.2,6.8,4.5,3.1,Este -oeste
703,ANACARDIACEAE,Mango,Mangifera indica ,6.2657747,-75.570636,2,88.2,76.5,,,,164.7,7.0,2.3,8.2,6.9,Este -oeste
704,MALVACEAE,Majagua,Hibiscus tiliaceus ,6.2657967,-75.570652,1,144.9,,,,,144.9,14.0,8.5,15.3,13.2,Norte-sur
705,SALICACEAE,Cerezo del gobernador,Flacourtia indica ,6.265826,-75.5706769,2,43.3,24.2,,,,67.5,7.2,2.2,5.3,4.6,Norte -sur
706,MALVACEAE,Majagua,Hibiscus tiliaceus ,6.2658673,-75.5706996,1,100.3,,,,,100.3,10.0,4.0,8.3,8.1,Norte-sur
707,OLEACEAE,Urapán,Fraxinus uhdei ,6.265926,-75.5707307,1,151.6,,,,,151.6,14.0,6.8,18.5,13.2,Este -oeste
708,SALICACEAE,Cerezo del gobernador,Flacourtia indica ,6.2659973,-75.570764,4,40.0,36.4,35.8,26.3,,138.5,6.8,2.3,7.6,6.9,Norte-sur
709,SALICACEAE,Cerezo del gobernador,Flacourtia indica ,6.2660673,-75.5707866,2,40.0,32.1,,,,72.1,6.8,2.2,7.9,7.6,Norte-sur
710,SALICACEAE,Cerezo del gobernador,Flacourtia indica ,6.266176,-75.570832,3,33.9,28.2,26.9,,,89.0,5.0,1.6,5.8,4.8,Norte -sur
711,MYRTACEAE,Guayabo,Psidium guajava ,6.2662613,-75.5708582,5,16.5,16.0,15.8,13.3,10.0,71.6,3.0,0.75,3.8,3.4,Norte-sur
712,ROSACEAE,Durazno de monte,Prunus sp.,6.266382,-75.5708813,1,35.0,,,,,35.0,5.0,1.6,3.8,3.4,Norte-sur
713,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.2664347,-75.5708888,1,0.0,,,,,0.0,2.4,0.1,2.5,2.5,Este -oeste
714,ANACARDIACEAE,Mango,Mangifera indica ,6.2665113,-75.5708967,3,83.3,76.0,62.3,,,221.60000000000002,7.3,2.8,7.6,6.9,Norte-sur
715,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus,6.2666427,-75.5708907,1,46.8,,,,,46.8,7.0,2.3,5.0,4.5,Norte -sur
716,ANACARDIACEAE,Mango,Mangifera indica ,6.2667227,-75.5708864,3,63.0,60.0,43.7,,,166.7,6.8,2.6,7.6,6.3,Este -oeste
717,COMBRETACEAE,Almendro,Terminalia catappa ,6.2667893,-75.5708839,1,113.0,,,,,113.0,14.0,3.5,18.5,16.3,Norte -sur
718,FABACEAE,Gualanday (2),Jacaranda hesperia ,6.266844,-75.5708774,1,24.3,,,,,24.3,7.5,3.0,6.8,6.3,Este -oeste
719,LAURACEAE,Comino crespo,Aniba perutilis ,6.266894,-75.57087,1,0.0,,,,,0.0,0.9,0.3,0.5,0.5,Norte -sur
720,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.266952,-75.5708637,1,80.7,,,,,80.7,9.8,4.5,9.5,9.1,Este -oeste
721,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2670073,-75.5708656,2,105.7,87.7,,,,193.4,10.0,6.5,10.2,8.6,Este -oeste
722,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.2670487,-75.5708574,1,83.4,,,,,83.4,10.5,8.6,9.5,8.3,Norte-sur
723,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus,6.2670607,-75.5708538,1,68.2,,,,,68.2,7.8,4.0,6.2,5.9,Norte-sur
724,ANACARDIACEAE,Mango,Mangifera indica ,6.267106,-75.5708396,3,65.8,59.5,53.0,,,178.3,7.1,2.0,6.3,6.2,Norte-sur
725,MYRTACEAE,Guayabo,Psidium guajava ,6.2671654,-75.5708226,1,0.0,,,,,0.0,1.0,0.2,1.3,1.0,Norte-sur
726,ANACARDIACEAE,Mango,Mangifera indica ,6.2672807,-75.5707799,2,59.2,49.4,,,,108.6,4.6,2.0,5.6,5.3,Norte-sur
727,ANACARDIACEAE,Mango,Mangifera indica ,6.267328,-75.5707668,2,72.0,66.6,,,,138.6,5.8,2.2,6.6,5.3,Norte-sur
728,ANACARDIACEAE,Mango,Mangifera indica ,6.2673867,-75.5707521,4,39.6,39.0,28.5,23.4,,130.5,5.0,2.4,5.3,5.0,Norte-sur
729,RUTACEAE,Mandarino,Citrus nobilis ,6.267446,-75.57074,3,35.2,35.0,35.0,,,105.2,5.0,0.0,5.1,3.0,Norte-sur
730,ANACARDIACEAE,Falso pimiento,Schinus terebinthifolius ,6.2674987,-75.5707293,1,205.0,,,,,205.0,9.1,2.2,12.3,11.9,Este -oeste
731,ANACARDIACEAE,Mango,Mangifera indica ,6.2675527,-75.5707201,2,84.7,77.0,,,,161.7,5.6,2.5,6.8,6.5,Este -oeste
732,MYRTACEAE,Guayabo,Psidium guajava ,6.2676033,-75.570708,1,0.0,,,,,0.0,1.5,0.2,1.8,1.3,Este -oeste
733,ANACARDIACEAE,Mango,Mangifera indica ,6.267656,-75.5706872,3,135.8,125.7,115.0,,,376.5,8.0,3.6,10.6,9.3,Norte-sur
734,SAPOTACEAE,Caimito,Chrysophyllum cainito,6.267818,-75.5706762,2,44.3,31.6,,,,75.9,7.2,2.1,6.8,5.3,Este -oeste
735,FABACEAE,Samán,Samanea saman ,6.2678733,-75.5706565,1,66.4,,,,,66.4,7.4,5.0,13.5,10.2,Norte -sur
736,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.2679267,-75.570656,1,122.5,,,,,122.5,8.0,2.2,6.8,6.4,Norte-sur
737,FABACEAE,Algarrobo,Hymenea courbaril,6.2679693,-75.5706507,1,132.3,,,,,132.3,15.0,5.0,20.3,18.6,Norte-sur
738,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.2680207,-75.570638,2,24.8,15.0,,,,39.8,4.3,1.6,3.6,3.2,Este -oeste
739,MALVACEAE,Cacao de monte,Pachira speciosa,6.2680927,-75.5706316,1,0.0,,,,,0.0,0.6,0.2,0.3,0.2,este -oeste
740,SAPOTACEAE,Caimito,Chrysophyllum cainito,6.268146,-75.570611,1,60.6,,,,,60.6,7.5,2.3,8.2,7.3,Este -oeste
741,SAPOTACEAE,Caimito,Chrysophyllum cainito,6.2682033,-75.5705973,1,21.9,,,,,21.9,4.2,2.1,3.8,2.5,Este -oeste
742,FABACEAE,Casco de vaca orquidea,Bauhinia variegata ,6.2682693,-75.570581,1,162.8,,,,,162.8,8.7,4.0,8.3,6.2,Este -oeste
743,FABACEAE,Samán,Samanea saman ,6.2683273,-75.5705706,1,120.1,,,,,120.1,9.3,4.5,12.6,12.1,Norte-sur
744,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2683827,-75.5705517,1,37.1,,,,,37.1,4.6,2.3,3.5,3.2,Norte-sur
745,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.2684427,-75.5705338,5,29.7,39.6,31.4,41.0,27.6,169.29999999999998,4.4,1.9,4.3,3.9,Norte-sur
746,MYRTACEAE,Grosello,Eugenia uniflora,6.268528,-75.5705017,2,21.1,14.5,,,,35.6,5.0,2.1,3.6,3.5,Norte-sur
747,SAPOTACEAE,Caimito,Chrysophyllum cainito,6.268628,-75.5704764,1,76.6,,,,,76.6,9.2,2.8,9.3,7.5,Este -oeste
748,SAPOTACEAE,Caimito,Chrysophyllum cainito,6.268716,-75.5704594,1,56.4,,,,,56.4,8.2,2.2,8.3,7.6,Este -oeste
749,COMBRETACEAE,Almendro,Terminalia catappa ,6.268868,-75.5704282,1,120.4,,,,,120.4,10.8,2.5,14.6,10.8,Norte-sur
750,ARECACEAE,Palma Phenix,Phoenix canariensis,6.2689567,-75.570412,1,119.5,,,,,119.5,4.4,1.7,6.2,5.3,Norte-sur
751,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.2689973,-75.5704044,1,103.8,,,,,103.8,9.3,1.9,10.3,7.2,Este -oeste
752,LYTHRACEAE,Flor de reina,Lagerstroemia speciosa,6.269056,-75.5703911,2,63.5,53.5,,,,117.0,7.3,2.8,6.2,5.1,Norte-sur
753,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.2691347,-75.5703682,1,155.4,,,,,155.4,10.0,3.2,10.6,8.3,Este -oeste
754,MORACEAE,Falso laurel,Ficus benjamina ,6.2694833,-75.5702266,1,711.6,,,,,711.6,20.0,8.0,26.3,18.9,Este -oeste
755,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.2695747,-75.570215,1,85.5,,,,,85.5,11.5,8.0,10.3,8.2,Este -oeste
756,MALVACEAE,Ceiba pentandra,Ceiba pentandra ,6.269594,-75.5702161,1,229.6,,,,,229.6,9.8,3.2,19.6,14.3,Este -oeste
757,MALVACEAE,Ceiba pentandra,Ceiba pentandra ,6.2697467,-75.5701924,1,200.5,,,,,200.5,9.6,2.0,19.5,13.2,Este -oeste
758,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.269906,-75.5702021,4,42.4,33.4,27.4,24.5,,127.69999999999999,5.2,1.8,4.2,3.5,Norte-sur
759,FABACEAE,Yopo,Mimosa trianae,6.2699533,-75.570202,1,103.2,,,,,103.2,11.5,5.0,16.3,12.4,Norte-sur
760,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2699853,-75.5701943,1,7.5,,,,,7.5,1.8,0.9,1.8,1.5,Norte-sur
761,MELIACEAE,Cedro macho,Carapa guianensis ,6.270016,-75.5701788,1,27.0,,,,,27.0,4.8,1.4,3.8,3.2,Norte-sur
762,MALVACEAE,Cacao de monte,Pachira speciosa,6.2700427,-75.5701654,1,0.0,,,,,0.0,0.3,0.15,0.3,0.2,Norte-sur
763,MELIACEAE,Caobo,Swietenia macrophylla ,6.2700773,-75.5701438,1,161.8,,,,,161.8,13.8,4.3,13.5,10.3,Este -oeste
764,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus,6.2701273,-75.5701113,2,8.6,8.3,,,,16.9,1.7,1.05,3.0,1.8,Norte-sur
765,MALVACEAE,Ceiba Tolúa,Bombacopsis quinata ,6.2701867,-75.5700576,1,95.4,,,,,95.4,6.2,3.4,12.3,10.5,Norte-sur
766,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2702293,-75.5700084,1,11.7,,,,,11.7,2.55,1.3,2.0,1.6,Este -oeste
767,LAMIACEAE,Vitex,Vitex megapotamica,6.2702553,-75.5699711,1,34.3,,,,,34.3,4.3,2.0,4.5,4.1,Este -oeste
768,FABACEAE,Casco de vaca orquidea,Bauhinia variegata ,6.2702847,-75.5699313,1,88.5,,,,,88.5,8.5,2.6,10.3,8.2,Este -oeste
769,MYRTACEAE,Grosello,Eugenia uniflora,6.2703073,-75.5699073,2,8.9,5.6,,,,14.5,2.3,0.5,3.5,1.8,Norte-sur
770,RUTACEAE,Azahar de la india,Murraya paniculata,6.2703153,-75.5698727,5,23.3,18.2,15.3,15.0,15.0,86.8,4.2,1.8,5.6,3.8,Norte -sur
771,FABACEAE,Gualanday (2),Jacaranda hesperia ,6.270332,-75.5698265,3,145.2,125.5,88.5,,,359.2,13.8,5.0,23.5,16.8,Norte-sur
772,SAPOTACEAE,Caimito,Chrysophyllum cainito,6.2703387,-75.5697987,1,43.5,,,,,43.5,5.0,2.0,7.8,6.8,Norte-sur
773,MALVACEAE,Camajón,Sterculia apetala,6.2703507,-75.569758,1,132.5,,,,,132.5,9.2,4.3,9.8,8.3,Este -oeste
774,SAPOTACEAE,Caimito,Chrysophyllum cainito,6.2703453,-75.5697126,1,18.3,16.5,,,,34.8,3.2,1.7,3.2,2.6,Este -oeste
775,URTICACEAE,Yarumo,Cecropia sp. ,6.2703347,-75.5696406,1,12.2,,,,,12.2,2.7,1.5,1.8,1.6,Este -oeste
776,LECYTHIDACEAE,Catelisoto,Eschweilera antioquensis ,6.2703253,-75.5696015,1,27.3,,,,,27.3,6.0,2.8,4.0,3.8,Este -oeste
777,ARECACEAE,Palma chontaduro,Bactris gasipaes,6.2703167,-75.5695578,5,63.2,50.2,48.9,45.5,45.0,252.8,9.8,6.0,9.8,8.2,Este -oeste
778,ARECACEAE,Palma de coco,Cocos nucifera ,6.2703027,-75.569536,1,123.8,,,,,123.8,8.0,2.3,13.2,10.2,Este -oeste
779,SAPOTACEAE,Caimito,Chrysophyllum cainito,6.2702573,-75.5694074,1,57.3,,,,,57.3,7.5,1.5,6.8,6.3,este -oeste
780,SAPOTACEAE,Caimito,Chrysophyllum cainito,6.2702247,-75.569325,1,58.5,,,,,58.5,7.0,2.5,6.8,6.5,Norte-sur
781,SOLANACEAE,Francesino,Brunfelsia pauciflora,6.2701987,-75.5692644,5,15.2,12.3,12.3,11.8,11.5,63.099999999999994,3.2,0.7,3.5,2.8,Norte-sur
782,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus ,6.2701807,-75.5692054,2,154.3,147.5,,,,301.8,12.5,2.5,19.5,15.2,Este -oeste
783,ARECACEAE,Palma pindo,Syagrus romanzoffiana ,6.270172,-75.5691801,1,57.5,,,,,57.5,11.5,8.5,7.8,7.5,Norte-sur
784,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.270152,-75.5690934,1,161.8,,,,,161.8,10.8,4.5,15.8,14.3,Este -oeste
785,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2701413,-75.569064,1,11.5,,,,,11.5,2.7,1.7,1.8,1.2,Este -oeste
786,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2701247,-75.5690195,1,36.8,,,,,36.8,4.5,2.4,4.5,4.5,Este -oeste
787,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.2701193,-75.5689972,2,33.6,31.1,,,,64.7,4.1,1.5,4.5,3.8,Norte-sur
788,SAPOTACEAE,Caimito,Chrysophyllum cainito,6.270096,-75.5689605,1,70.4,,,,,70.4,10.0,3.5,10.5,9.3,Este -oeste
789,BURSERACEAE,Indio desnudo,Bursera simaruba,6.2700887,-75.5689292,1,68.7,,,,,68.7,6.8,3.2,6.9,4.2,Norte-sur
790,BURSERACEAE,Indio desnudo,Bursera simaruba,6.2700807,-75.5689026,1,74.5,,,,,74.5,6.8,3.8,7.8,5.3,Este -oeste
791,FABACEAE,Gualanday (2),Jacaranda hesperia ,6.2700727,-75.5688507,1,48.0,,,,,48.0,10.5,3.8,7.5,3.1,Este -oeste
792,FABACEAE,Cámbulo,Erythrina poeppigiana ,6.2700554,-75.5688114,1,57.1,,,,,57.1,6.0,2.1,5.3,4.5,Este -oeste
793,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius,6.2700313,-75.5687534,1,0.0,,,,,0.0,1.7,1.0,2.5,2.5,Este -oeste
794,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.270016,-75.5686946,1,147.0,,,,,147.0,11.5,3.8,12.8,12.3,Este -oeste
795,MALPIGHIACEAE,Huesito,Malpighia glabra ,6.270002,-75.5686588,5,21.5,18.2,17.5,24.5,16.8,98.5,4.0,1.5,4.1,3.5,Este -oeste
796,ANNONACEAE,Guanábano,Annona muricata ,6.2699827,-75.5685984,1,54.4,,,,,54.4,7.0,4.0,6.2,5.8,Este -oeste
797,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.2699633,-75.5685411,1,240.9,,,,,240.9,14.0,6.5,14.2,10.6,Norte-sur
798,MALVACEAE,Ceiba Tolúa,Bombacopsis quinata ,6.2699293,-75.5684718,1,97.3,,,,,97.3,6.8,2.5,8.9,8.1,Este -oeste
799,MYRTACEAE,Pomo,Syzygium jambos ,6.269904,-75.5683949,5,87.8,62.5,53.3,68.1,50.2,321.90000000000003,7.4,2.0,11.2,9.8,Este -oeste
800,FABACEAE,Choibá,Dipteryx oleifera,6.2698793,-75.5682654,1,51.0,,,,,51.0,6.2,3.4,6.2,5.9,Este -oeste
801,MYRTACEAE,Guayabo,Psidium guajava ,6.26986,-75.5681987,1,47.7,,,,,47.7,6.0,2.3,7.0,6.5,Norte-sur
802,FABACEAE,Choibá,Dipteryx oleifera,6.2698453,-75.5681533,1,40.8,,,,,40.8,7.0,3.6,5.8,4.6,Norte-sur
